Final_Liquid Inlet-SIM,Final_Gas Inlet-SIM,Gas Outlet_16-SIM
0.004529688,0.011661808,0.001888112
0.00465,0.011661808,0.001966669
0.004771396,0.011661808,0.002046219
0.004893891,0.011661808,0.002126735
0.0050175,0.011661808,0.002208194
0.005142237,0.011661808,0.002290578
0.005268119,0.011661808,0.002373867
0.005395161,0.011661808,0.002458047
0.00552338,0.011661808,0.002543104
0.005652791,0.011661808,0.002629028
0.005783411,0.011661808,0.00271581
0.005915258,0.011661808,0.00280344
0.006048349,0.011661808,0.002891913
0.006182701,0.011661808,0.002981223
0.006318333,0.011661808,0.003071367
0.006455263,0.011661808,0.003162341
0.00659351,0.011661808,0.003254144
0.006733092,0.011661808,0.003346774
0.006874029,0.011661808,0.00344023
0.007016341,0.011661808,0.003534514
0.007160049,0.011661808,0.003629626
0.007305172,0.011661808,0.003725569
0.007451733,0.011661808,0.003822343
0.007599751,0.011661808,0.003919953
0.00774925,0.011661808,0.004018402
0.007900251,0.011661808,0.004117693
0.008052778,0.011661808,0.004217831
0.008206853,0.011661808,0.004318821
0.0083625,0.011661808,0.004420667
0.00223,0.013119534,0.000524168
0.002330533,0.013119534,0.000560094
0.002431893,0.013119534,0.000598409
0.002534091,0.013119534,0.00063913
0.002637137,0.013119534,0.00068225
0.002741042,0.013119534,0.000727745
0.002845816,0.013119534,0.00077557
0.002951471,0.013119534,0.000825667
0.003058017,0.013119534,0.000877965
0.003165466,0.013119534,0.000932385
0.00327383,0.013119534,0.000988841
0.00338312,0.013119534,0.001047246
0.003493348,0.013119534,0.001107509
0.003604526,0.013119534,0.001169543
0.003716667,0.013119534,0.001233263
0.003829783,0.013119534,0.001298588
0.003943886,0.013119534,0.00136544
0.004058991,0.013119534,0.001433749
0.00417511,0.013119534,0.001503448
0.004292257,0.013119534,0.001574477
0.004410444,0.013119534,0.001646778
0.004529688,0.013119534,0.001720302
0.00465,0.013119534,0.001795002
0.004771396,0.013119534,0.001870838
0.004893891,0.013119534,0.001947771
0.0050175,0.013119534,0.002025769
0.005142237,0.013119534,0.002104801
0.005268119,0.013119534,0.00218484
0.005395161,0.013119534,0.002265864
0.00552338,0.013119534,0.00234785
0.005652791,0.013119534,0.002430781
0.005783411,0.013119534,0.002514641
0.005915258,0.013119534,0.002599414
0.006048349,0.013119534,0.00268509
0.006182701,0.013119534,0.002771657
0.006318333,0.013119534,0.002859106
0.006455263,0.013119534,0.00294743
0.00659351,0.013119534,0.003036623
0.006733092,0.013119534,0.003126679
0.006874029,0.013119534,0.003217595
0.007016341,0.013119534,0.003309368
0.007160049,0.013119534,0.003401995
0.007305172,0.013119534,0.003495475
0.007451733,0.013119534,0.003589808
0.007599751,0.013119534,0.003684995
0.00774925,0.013119534,0.003781036
0.007900251,0.013119534,0.003877933
0.008052778,0.013119534,0.003975688
0.008206853,0.013119534,0.004074305
0.0083625,0.013119534,0.004173786
0.00223,0.014577259,0.000496591
0.002330533,0.014577259,0.000527097
0.002431893,0.014577259,0.000559682
0.002534091,0.014577259,0.000594405
0.002637137,0.014577259,0.000631309
0.002741042,0.014577259,0.000670421
0.002845816,0.014577259,0.000711753
0.002951471,0.014577259,0.000755302
0.003058017,0.014577259,0.000801047
0.003165466,0.014577259,0.000848957
0.00327383,0.014577259,0.000898987
0.00338312,0.014577259,0.000951082
0.003493348,0.014577259,0.001005183
0.003604526,0.014577259,0.001061221
0.003716667,0.014577259,0.001119127
0.003829783,0.014577259,0.001178829
0.003943886,0.014577259,0.001240255
0.004058991,0.014577259,0.001303334
0.00417511,0.014577259,0.001367998
0.004292257,0.014577259,0.001434181
0.004410444,0.014577259,0.001501822
0.004529688,0.014577259,0.001570861
0.00465,0.014577259,0.001641243
0.004771396,0.014577259,0.00171292
0.004893891,0.014577259,0.001785843
0.0050175,0.014577259,0.00185997
0.005142237,0.014577259,0.001935262
0.005268119,0.014577259,0.002011683
0.005395161,0.014577259,0.002089201
0.00552338,0.014577259,0.002167786
0.005652791,0.014577259,0.002247414
0.005783411,0.014577259,0.002328059
0.005915258,0.014577259,0.002409701
0.006048349,0.014577259,0.002492321
0.006182701,0.014577259,0.002575903
0.006318333,0.014577259,0.002660431
0.006455263,0.014577259,0.002745894
0.00659351,0.014577259,0.002832279
0.006733092,0.014577259,0.002919576
0.006874029,0.014577259,0.003007779
